Iteracion,Temperatura,Calidad,Fase
506200,0.000001,3370.417725,0
506300,0.000001,3370.417725,0
506400,0.000001,3370.417725,0
506500,0.000001,3370.417725,0
506600,0.000001,3370.417725,0
506700,0.000001,3370.417725,0
506800,0.000001,3370.417725,0
506900,0.000001,3370.417725,0
507000,0.000001,3370.417725,0
507100,0.000001,3370.417725,0
507200,0.000001,3370.417725,0
507300,0.000001,3370.417725,0
507400,0.000000,3370.417725,0
507500,0.000000,3370.417725,0
507600,0.000000,3370.417725,0
507700,0.000000,3370.417725,0
507800,0.000000,3370.417725,0
507900,0.000000,3370.417725,0
508000,0.000000,3370.417725,0
508100,0.000000,3370.417725,0
508200,0.000000,3370.417725,0
508300,0.000000,3370.417725,0
508400,0.000000,3370.417725,0
508500,0.000000,3370.417725,0
508600,0.000000,3370.417725,0
508700,0.000000,3370.417725,0
508800,0.000000,3370.417725,0
508900,0.000000,3370.417725,0
509000,0.000000,3370.417725,0
509100,0.000000,3370.417725,0
509200,0.000000,3370.417725,0
509300,0.000000,3370.417725,0
509400,0.000000,3370.417725,0
509500,0.000000,3370.417725,0
509600,0.000000,3370.417725,0
509700,0.000000,3370.417725,0
509800,0.000000,3370.417725,0
509900,0.000000,3370.417725,0
510000,0.000000,3370.417725,0
510100,0.000000,3370.417725,0
510200,0.000000,3370.417725,0
510300,0.000000,3370.417725,0
510400,0.000000,3370.417725,0
510500,0.000000,3370.417725,0
510600,0.000000,3370.417725,0
510700,0.000000,3370.417725,0
510800,0.000000,3370.417725,0
510900,0.000000,3370.417725,0
511000,0.000000,3370.417725,0
511100,0.000000,3370.417725,0
511200,0.000000,3370.417725,0
511300,0.000000,3370.417725,0
511400,0.000000,3370.417725,0
511500,0.000000,3370.417725,0
511600,0.000000,3370.417725,0
511700,0.000000,3370.417725,0
511800,0.000000,3370.417725,0
511900,0.000000,3370.417725,0
512000,0.000000,3370.417725,0
512100,0.000000,3370.417725,0
512200,0.000000,3370.417725,0
512300,0.000000,3653.501953,1
512400,0.000000,3987.027100,1
512500,154.000000,3655.650146,0
512600,141.680008,3975.778564,0
512700,130.345612,3763.770996,0
512800,119.917961,3999.187500,0
512900,110.324524,4202.837891,0
513000,101.498566,4026.066895,0
513100,93.378685,3289.825684,0
513200,85.908394,3386.185547,0
513300,79.035721,3822.416016,0
513400,72.712868,3728.892578,0
513500,66.895836,3728.892578,0
513600,66.895836,3136.008301,0
513700,61.544170,4202.837891,0
513800,56.620636,4202.837891,0
513900,52.090984,3609.953613,0
514000,47.923706,3386.185547,0
514100,44.089809,4202.837891,0
514200,40.562626,3136.008301,0
514300,37.317616,3999.187500,0
514400,34.332207,3406.303223,0
514500,31.585630,4202.837891,0
514600,29.058781,4026.066895,0
514700,26.734079,3386.185547,0
514800,24.595354,3822.416016,0
514900,22.627726,3406.303223,0
515000,20.817509,3728.892578,0
515100,20.817509,3609.953857,0
515200,19.152109,3609.953613,0
515300,17.619940,3386.185547,0
515400,16.210344,4202.837891,0
515500,14.913517,3763.770752,0
515600,13.720436,3999.187500,0
515700,12.622802,4202.837891,0
515800,11.612978,3609.953613,0
515900,10.683940,3386.185547,0
516000,9.829225,3763.770996,0
516100,9.042887,3763.770996,0
516200,8.319456,3999.187500,0
516300,7.653900,3386.185547,0
516400,7.041588,3386.185547,0
516500,6.478261,3136.008301,0
516600,6.478261,4026.066406,0
516700,5.960000,3386.185547,0
516800,5.483200,3386.185547,0
516900,5.044544,3609.953613,0
517000,4.640981,3609.953613,0
517100,4.269702,3609.953613,0
517200,3.928126,4202.837891,0
517300,3.613876,3609.953613,0
517400,3.324766,4202.837891,0
517500,3.058785,4026.066406,0
517600,2.814082,3289.825684,0
517700,2.588956,3386.185547,0
517800,2.381840,3386.185303,0
517900,2.191292,3289.825684,0
518000,2.015989,3609.953613,0
518100,1.854710,3609.953613,0
518200,1.854710,4202.837891,0
518300,1.706333,3973.630127,0
518400,1.569826,3609.953613,0
518500,1.444240,4202.837891,0
518600,1.328701,3728.892578,0
518700,1.222405,3289.825684,0
518800,1.124613,3609.953613,0
518900,1.034644,3609.953613,0
519000,0.951872,3999.187500,0
519100,0.875722,3609.953613,0
519200,0.805665,3763.770996,0
519300,0.741211,3386.185547,0
519400,0.681915,3728.892578,0
519500,0.627361,3609.953613,0
519600,0.577173,4026.066895,0
519700,0.577173,4202.837891,0
519800,0.530999,3609.953613,0
519900,0.488519,3609.953613,0
520000,0.449437,3609.953613,0
520100,0.413482,3609.953613,0
520200,0.380404,4202.837891,0
520300,0.349971,3609.953613,0
520400,0.321974,4202.837891,0
520500,0.296216,3609.953613,0
520600,0.272519,4202.837891,0
520700,0.250717,3609.953613,0
520800,0.230660,3609.953613,0
520900,0.212207,3728.892578,0
521000,0.195230,3609.953613,0
521100,0.179612,3609.953613,0
521200,0.179612,3609.953613,0
521300,0.165243,4202.837891,0
521400,0.152024,3822.416016,0
521500,0.139862,3909.477539,0
521600,0.128673,3609.953613,0
521700,0.118379,3609.953613,0
521800,0.108909,4202.837891,0
521900,0.100196,4202.837891,0
522000,0.092180,3289.825684,0
522100,0.084806,3609.953613,0
522200,0.078021,3609.953613,0
522300,0.071780,4202.837891,0
522400,0.066037,4202.837891,0
522500,0.060754,3909.477295,0
522600,0.055894,4202.837891,0
522700,0.051422,4202.837891,0
522800,0.051422,3906.717285,0
522900,0.047309,3386.185303,0
523000,0.043524,4202.837891,0
523100,0.040042,4202.837891,0
523200,0.036839,3609.953613,0
523300,0.033892,3386.185547,0
523400,0.031180,4202.837891,0
523500,0.028686,3609.953613,0
523600,0.026391,4202.837891,0
523700,0.024280,3763.770996,0
523800,0.022337,3609.953613,0
523900,0.020550,3609.953613,0
524000,0.018906,3136.008301,0
524100,0.017394,4202.837891,0
524200,0.016002,3609.953613,0
524300,0.016002,4202.837891,0
524400,0.014722,4202.837891,0
524500,0.013544,4202.837891,0
524600,0.012461,4202.837891,0
524700,0.011464,4202.837891,0
524800,0.010547,3609.953613,0
524900,0.009703,3763.770752,0
525000,0.008927,3609.953613,0
525100,0.008213,3999.187500,0
525200,0.007556,4202.837891,0
525300,0.006951,4202.837891,0
525400,0.006395,3672.568604,0
525500,0.005884,4202.837891,0
525600,0.005413,4202.837891,0
525700,0.004980,4202.837891,0
525800,0.004980,3609.953613,0
525900,0.004581,3609.953613,0
526000,0.004215,3609.953613,0
526100,0.003878,4202.837891,0
526200,0.003567,3386.185547,0
526300,0.003282,3763.770996,0
526400,0.003020,3609.953613,0
526500,0.002778,4202.837891,0
526600,0.002556,3609.953613,0
526700,0.002351,4202.837891,0
526800,0.002163,3136.008301,0
526900,0.001990,4202.837891,0
527000,0.001831,4202.837891,0
527100,0.001684,3999.187500,0
527200,0.001550,4202.837891,0
527300,0.001550,3609.953613,0
527400,0.001426,4202.837891,0
527500,0.001312,3906.717041,0
527600,0.001207,4202.837891,0
527700,0.001110,4202.837891,0
527800,0.001021,3609.953613,0
527900,0.000940,4202.837891,0
528000,0.000864,3289.825439,0
528100,0.000795,3609.953369,0
528200,0.000732,3609.953613,0
528300,0.000673,4202.837891,0
528400,0.000619,3609.953613,0
528500,0.000570,3609.953613,0
528600,0.000524,3609.953613,0
528700,0.000482,4202.837891,0
528800,0.000444,4202.837891,0
528900,0.000444,4202.837891,0
529000,0.000408,4202.837891,0
529100,0.000376,3609.953613,0
529200,0.000345,4202.837891,0
529300,0.000318,4026.066895,0
529400,0.000292,4202.837891,0
529500,0.000269,3609.953613,0
529600,0.000247,3728.892578,0
529700,0.000228,3609.953613,0
529800,0.000209,4026.066406,0
529900,0.000193,3386.185547,0
530000,0.000177,3609.953613,0
530100,0.000163,3999.187500,0
530200,0.000150,3822.416016,0
530300,0.000138,3609.953613,0
530400,0.000138,3990.089600,0
530500,0.000127,4202.837891,0
530600,0.000117,4202.837891,0
530700,0.000108,3609.953613,0
530800,0.000099,3728.892578,0
530900,0.000091,4202.837891,0
531000,0.000084,4202.837891,0
531100,0.000077,4202.837891,0
531200,0.000071,4202.837891,0
531300,0.000065,4202.837891,0
531400,0.000060,3609.953613,0
531500,0.000055,3386.185547,0
531600,0.000051,3609.953613,0
531700,0.000047,3609.953613,0
531800,0.000043,4202.837891,0
531900,0.000043,3609.953613,0
532000,0.000040,3609.953613,0
532100,0.000036,4026.066406,0
532200,0.000033,3999.187500,0
532300,0.000031,4202.837891,0
532400,0.000028,4202.837891,0
532500,0.000026,3609.953613,0
532600,0.000024,4202.837891,0
532700,0.000022,4202.837891,0
532800,0.000020,4202.837891,0
532900,0.000019,4202.837891,0
533000,0.000017,3609.953613,0
533100,0.000016,3609.953613,0
533200,0.000015,4202.837891,0
533300,0.000013,4202.837891,0
533400,0.000012,4202.837891,0
533500,0.000012,4202.837891,0
533600,0.000011,3609.953613,0
533700,0.000010,4202.837891,0
533800,0.000010,3609.953613,0
533900,0.000009,3728.892578,0
534000,0.000008,4202.837891,0
534100,0.000007,3609.953613,0
534200,0.000007,4202.837891,0
534300,0.000006,4202.837891,0
534400,0.000006,4202.837891,0
534500,0.000005,3609.953613,0
534600,0.000005,4202.837891,0
534700,0.000005,4202.837891,0
534800,0.000004,4202.837891,0
534900,0.000004,4202.837891,0
535000,0.000004,4202.837891,0
535100,0.000004,4202.837891,0
535200,0.000003,3609.953613,0
535300,0.000003,4202.837891,0
535400,0.000003,4202.837891,0
535500,0.000003,4026.066406,0
535600,0.000002,4202.837891,0
535700,0.000002,4202.837891,0
535800,0.000002,3609.953613,0
535900,0.000002,3609.953613,0
536000,0.000002,3822.416016,0
536100,0.000002,4202.837891,0
536200,0.000001,3609.953613,0
536300,0.000001,3609.953613,0
536400,0.000001,4202.837891,0
536500,0.000001,3609.953613,0
536600,0.000001,3609.953613,0
536700,0.000001,3386.185547,0
536800,0.000001,4202.837891,0
536900,0.000001,3609.953613,0
537000,0.000001,4026.066406,0
537100,0.000001,3609.953613,0
537200,0.000001,3609.953613,0
537300,0.000001,3609.953613,0
537400,0.000001,4202.837891,0
537500,0.000001,4202.837891,0
537600,0.000000,3136.008301,0
537700,0.000000,4202.837891,0
537800,0.000000,3609.953613,0
537900,0.000000,3973.629883,0
538000,0.000000,3609.953613,0
538100,0.000000,4202.837891,0
538200,0.000000,3609.953613,0
538300,0.000000,3999.187500,0
538400,0.000000,3386.185547,0
538500,0.000000,3990.089600,0
538600,0.000000,4202.837891,0
538700,0.000000,4202.837891,0
538800,0.000000,3609.953613,0
538900,0.000000,4202.837891,0
539000,0.000000,3609.953613,0
539100,0.000000,3609.953613,0
539200,0.000000,3609.953613,0
539300,0.000000,4026.066406,0
539400,0.000000,3728.892578,0
539500,0.000000,4026.066406,0
539600,0.000000,3609.953613,0
539700,0.000000,3999.187500,0
539800,0.000000,3609.953613,0
539900,0.000000,4202.837891,0
540000,0.000000,3609.953613,0
540100,0.000000,3728.892578,0
540200,0.000000,4202.837891,0
540300,0.000000,3999.187500,0
540400,0.000000,3609.953613,0
540500,0.000000,3609.953857,0
540600,0.000000,3386.185547,0
540700,0.000000,3386.185547,0
540800,0.000000,4202.837891,0
540900,0.000000,3609.953613,0
541000,0.000000,4202.837891,0
541100,0.000000,4026.066895,0
541200,0.000000,4202.837891,0
541300,0.000000,4202.837891,0
541400,0.000000,3609.953613,0
541500,0.000000,4202.837891,0
541600,0.000000,4202.837891,0
541700,0.000000,4202.837891,0
541800,0.000000,4202.837891,0
541900,0.000000,4202.837891,0
542000,0.000000,3609.953613,0
542100,0.000000,3609.953613,0
542200,0.000000,3609.953613,0
542300,0.000000,4202.837891,0
542400,0.000000,4202.837891,0
542500,0.000000,3542.059082,1
542600,0.000000,3238.335449,1
542700,154.000000,3872.368652,0
542800,141.680008,3872.368408,0
542900,130.345612,3398.423096,0
543000,119.917961,3398.423096,0
543100,110.324524,3398.423096,0
543200,101.498566,3398.423096,0
543300,93.378685,3398.423096,0
543400,85.908394,3398.423096,0
543500,79.035721,3872.368408,0
543600,72.712868,3398.423096,0
543700,66.895836,3398.423096,0
543800,66.895836,3398.423096,0
543900,61.544170,3398.423096,0
544000,56.620636,3398.423096,0
544100,52.090984,3398.423096,0
544200,47.923706,3398.423096,0
544300,44.089809,3398.423096,0
544400,40.562626,3398.423096,0
544500,37.317616,3398.423096,0
544600,34.332207,3398.423096,0
544700,31.585630,3398.423096,0
544800,29.058781,3398.423096,0
544900,26.734079,3398.423096,0
545000,24.595354,3398.423096,0
545100,22.627726,3398.423096,0
545200,20.817509,3398.423096,0
545300,20.817509,3398.423096,0
545400,19.152109,3398.423096,0
545500,17.619940,3398.423096,0
545600,16.210344,3398.423096,0
545700,14.913517,3398.423096,0
545800,13.720436,3398.423096,0
545900,12.622802,3398.423096,0
546000,11.612978,3398.423096,0
546100,10.683940,3398.423096,0
546200,9.829225,3398.423096,0
546300,9.042887,3398.423096,0
546400,8.319456,3398.423096,0
546500,7.653900,3398.423096,0
546600,7.041588,3398.423096,0
546700,6.478261,3398.423096,0
546800,5.960000,3398.423096,0
546900,5.960000,3398.423096,0
547000,5.483200,3398.423096,0
547100,5.044544,3398.423096,0
547200,4.640981,3398.423096,0
547300,4.269702,3398.423096,0
547400,3.928126,3398.423096,0
547500,3.613876,3398.423096,0
547600,3.324766,3398.423096,0
547700,3.058785,3398.423096,0
547800,2.814082,3398.423096,0
547900,2.588956,3398.423096,0
548000,2.381840,3398.423096,0
548100,2.191292,3398.423096,0
548200,2.015989,3398.423096,0
548300,1.854710,3398.423096,0
548400,1.854710,3398.423096,0
548500,1.706333,3398.423096,0
548600,1.569826,3398.423096,0
548700,1.444240,3398.423096,0
548800,1.328701,3398.423096,0
548900,1.222405,3398.423096,0
549000,1.124613,3398.423096,0
549100,1.034644,3398.423096,0
549200,0.951872,3398.423096,0
549300,0.875722,3398.423096,0
549400,0.805665,3398.423096,0
549500,0.741211,3398.423096,0
549600,0.681915,3398.423096,0
549700,0.627361,3398.423096,0
549800,0.577173,3398.423096,0
549900,0.577173,3398.423096,0
550000,0.530999,3398.423096,0
550100,0.488519,3398.423096,0
550200,0.449437,3398.423096,0
550300,0.413482,3398.423096,0
550400,0.380404,3398.423096,0
550500,0.349971,3398.423096,0
550600,0.321974,3398.423096,0
550700,0.296216,3398.423096,0
550800,0.272519,3398.423096,0
550900,0.250717,3398.423096,0
551000,0.230660,3398.423096,0
551100,0.212207,3398.423096,0
551200,0.195230,3398.423096,0
551300,0.179612,3398.423096,0
551400,0.165243,3398.423096,0
551500,0.165243,3398.423096,0
551600,0.152024,3398.423096,0
551700,0.139862,3398.423096,0
551800,0.128673,3398.423096,0
551900,0.118379,3398.423096,0
552000,0.108909,3398.423096,0
552100,0.100196,3398.423096,0
552200,0.092180,3398.423096,0
552300,0.084806,3398.423096,0
552400,0.078021,3398.423096,0
552500,0.071780,3398.423096,0
552600,0.066037,3398.423096,0
552700,0.060754,3398.423096,0
552800,0.055894,3398.423096,0
552900,0.051422,3398.423096,0
553000,0.051422,3398.423096,0
553100,0.047309,3398.423096,0
553200,0.043524,3398.423096,0
553300,0.040042,3398.423096,0
553400,0.036839,3398.423096,0
553500,0.033892,3398.423096,0
553600,0.031180,3398.423096,0
553700,0.028686,3398.423096,0
553800,0.026391,3398.423096,0
553900,0.024280,3398.423096,0
554000,0.022337,3398.423096,0
554100,0.020550,3398.423096,0
554200,0.018906,3398.423096,0
554300,0.017394,3398.423096,0
554400,0.016002,3398.423096,0
554500,0.016002,3398.423096,0
554600,0.014722,3398.423096,0
554700,0.013544,3398.423096,0
554800,0.012461,3398.423096,0
554900,0.011464,3398.423096,0
555000,0.010547,3398.423096,0
555100,0.009703,3398.423096,0
555200,0.008927,3398.423096,0
555300,0.008213,3398.423096,0
555400,0.007556,3398.423096,0
555500,0.006951,3398.423096,0
555600,0.006395,3398.423096,0
555700,0.005884,3398.423096,0
555800,0.005413,3398.423096,0
555900,0.004980,3398.423096,0
556000,0.004980,3398.423096,0
556100,0.004581,3398.423096,0
556200,0.004215,3398.423096,0
556300,0.003878,3398.423096,0
556400,0.003567,3398.423096,0
556500,0.003282,3398.423096,0
556600,0.003020,3398.423096,0
556700,0.002778,3398.423096,0
556800,0.002556,3398.423096,0
556900,0.002351,3398.423096,0
557000,0.002163,3398.423096,0
557100,0.001990,3398.423096,0
557200,0.001831,3398.423096,0
557300,0.001684,3398.423096,0
557400,0.001550,3398.423096,0
557500,0.001426,3398.423096,0
557600,0.001426,3398.423096,0
557700,0.001312,3398.423096,0
557800,0.001207,3398.423096,0
557900,0.001110,3398.423096,0
558000,0.001021,3398.423096,0
558100,0.000940,3398.423096,0
558200,0.000864,3398.423096,0
558300,0.000795,3398.423096,0
558400,0.000732,3398.423096,0
558500,0.000673,3398.423096,0
558600,0.000619,3398.423096,0
558700,0.000570,3398.423096,0
558800,0.000524,3398.423096,0
558900,0.000482,3398.423096,0
559000,0.000444,3398.423096,0
559100,0.000444,3398.423096,0
559200,0.000408,3398.423096,0
559300,0.000376,3398.423096,0
559400,0.000345,3398.423096,0
559500,0.000318,3398.423096,0
559600,0.000292,3398.423096,0
559700,0.000269,3398.423096,0
559800,0.000247,3398.423096,0
559900,0.000228,3398.423096,0
560000,0.000209,3398.423096,0
560100,0.000193,3398.423096,0
560200,0.000177,3398.423096,0
560300,0.000163,3398.423096,0
560400,0.000150,3398.423096,0
560500,0.000138,3398.423096,0
560600,0.000138,3398.423096,0
560700,0.000127,3398.423096,0
560800,0.000117,3398.423096,0
560900,0.000108,3398.423096,0
561000,0.000099,3398.423096,0
561100,0.000091,3398.423096,0
561200,0.000084,3398.423096,0
561300,0.000077,3398.423096,0
561400,0.000071,3398.423096,0
561500,0.000065,3398.423096,0
561600,0.000060,3398.423096,0
561700,0.000055,3398.423096,0
561800,0.000051,3398.423096,0
561900,0.000047,3398.423096,0
562000,0.000043,3398.423096,0
562100,0.000040,3398.423096,0
562200,0.000040,3398.423096,0
562300,0.000036,3398.423096,0
562400,0.000033,3398.423096,0
562500,0.000031,3398.423096,0
562600,0.000028,3398.423096,0
562700,0.000026,3398.423096,0
562800,0.000024,3398.423096,0
562900,0.000022,3398.423096,0
563000,0.000020,3398.423096,0
563100,0.000019,3398.423096,0
563200,0.000017,3398.423096,0
563300,0.000016,3398.423096,0
563400,0.000015,3398.423096,0
563500,0.000013,3398.423096,0
563600,0.000012,3398.423096,0
563700,0.000012,3398.423096,0
563800,0.000011,3398.423096,0
563900,0.000010,3398.423096,0
564000,0.000010,3398.423096,0
564100,0.000009,3398.423096,0
564200,0.000008,3398.423096,0
564300,0.000007,3398.423096,0
564400,0.000007,3398.423096,0
564500,0.000006,3398.423096,0
564600,0.000006,3398.423096,0
564700,0.000005,3398.423096,0
564800,0.000005,3398.423096,0
564900,0.000005,3398.423096,0
565000,0.000004,3398.423096,0
565100,0.000004,3398.423096,0
565200,0.000004,3398.423096,0
565300,0.000004,3398.423096,0
565400,0.000003,3398.423096,0
565500,0.000003,3398.423096,0
565600,0.000003,3398.423096,0
565700,0.000003,3398.423096,0
565800,0.000002,3398.423096,0
565900,0.000002,3398.423096,0
566000,0.000002,3398.423096,0
566100,0.000002,3398.423096,0
566200,0.000002,3398.423096,0
566300,0.000002,3398.423096,0
566400,0.000001,3398.423096,0
566500,0.000001,3398.423096,0
566600,0.000001,3398.423096,0
566700,0.000001,3398.423096,0
566800,0.000001,3398.423096,0
566900,0.000001,3398.423096,0
567000,0.000001,3398.423096,0
567100,0.000001,3398.423096,0
567200,0.000001,3398.423096,0
567300,0.000001,3398.423096,0
567400,0.000001,3398.423096,0
567500,0.000001,3398.423096,0
567600,0.000001,3398.423096,0
567700,0.000001,3398.423096,0
567800,0.000000,3398.423096,0
567900,0.000000,3398.423096,0
568000,0.000000,3398.423096,0
568100,0.000000,3398.423096,0
568200,0.000000,3398.423096,0
568300,0.000000,3398.423096,0
568400,0.000000,3398.423096,0
568500,0.000000,3398.423096,0
568600,0.000000,3398.423096,0
568700,0.000000,3398.423096,0
568800,0.000000,3398.423096,0
568900,0.000000,3398.423096,0
569000,0.000000,3398.423096,0
569100,0.000000,3398.423096,0
569200,0.000000,3398.423096,0
569300,0.000000,3398.423096,0
569400,0.000000,3398.423096,0
569500,0.000000,3398.423096,0
569600,0.000000,3398.423096,0
569700,0.000000,3398.423096,0
569800,0.000000,3398.423096,0
569900,0.000000,3398.423096,0
570000,0.000000,3398.423096,0
570100,0.000000,3398.423096,0
570200,0.000000,3398.423096,0
570300,0.000000,3398.423096,0
570400,0.000000,3398.423096,0
570500,0.000000,3398.423096,0
570600,0.000000,3398.423096,0
570700,0.000000,3398.423096,0
570800,0.000000,3398.423096,0
570900,0.000000,3398.423096,0
571000,0.000000,3398.423096,0
571100,0.000000,3398.423096,0
571200,0.000000,3398.423096,0
571300,0.000000,3398.423096,0
571400,0.000000,3398.423096,0
571500,0.000000,3398.423096,0
571600,0.000000,3398.423096,0
571700,0.000000,3398.423096,0
571800,0.000000,3398.423096,0
571900,0.000000,3398.423096,0
572000,0.000000,3398.423096,0
572100,0.000000,3398.423096,0
572200,0.000000,3398.423096,0
572300,0.000000,3398.423096,0
572400,0.000000,3398.423096,0
572500,0.000000,3398.423096,0
572600,0.000000,3398.423096,0
572700,0.000000,3856.790527,1
572800,154.000000,4006.030273,0
572900,141.680008,3413.146240,0
573000,130.345612,3413.145996,0
573100,119.917961,3413.145996,0
573200,110.324524,3413.145996,0
573300,101.498566,3413.145996,0
573400,93.378685,3413.145996,0
573500,85.908394,3413.145996,0
573600,85.908394,3413.145996,0
573700,79.035721,3413.145996,0
573800,72.712868,3413.145996,0
573900,66.895836,3413.145996,0
574000,61.544170,3413.145996,0
574100,56.620636,3413.145996,0
574200,52.090984,3255.441406,0
574300,47.923706,3413.145996,0
574400,44.089809,3413.145996,0
574500,40.562626,3413.145996,0
574600,37.317616,3413.145996,0
574700,34.332207,3413.145996,0
574800,31.585630,3413.145996,0
574900,29.058781,3413.145996,0
575000,26.734079,3413.145996,0
575100,26.734079,3413.145996,0
575200,24.595354,3413.145996,0
575300,22.627726,3413.145996,0
575400,20.817509,3413.145996,0
575500,19.152109,3413.145996,0
575600,17.619940,3454.455566,0
575700,16.210344,3454.455566,0
575800,14.913517,3454.455566,0
575900,13.720436,3454.455811,0
576000,12.622802,3454.455566,0
576100,11.612978,3454.455811,0
576200,10.683940,3454.455566,0
576300,9.829225,3454.455566,0
576400,9.042887,3454.455811,0
576500,8.319456,3293.667480,0
576600,8.319456,3454.455566,0
576700,7.653900,3454.455566,0
576800,7.041588,3454.455566,0
576900,6.478261,3454.455566,0
577000,5.960000,3454.455566,0
577100,5.483200,3454.455811,0
577200,5.044544,3454.455566,0
577300,4.640981,3454.455566,0
577400,4.269702,3454.455811,0
577500,3.928126,3454.455566,0
577600,3.613876,3454.455811,0
577700,3.324766,3454.455566,0
577800,3.058785,3454.455566,0
577900,2.814082,3454.455811,0
578000,2.588956,3454.455811,0
578100,2.381840,3454.455811,0
578200,2.381840,3454.455811,0
578300,2.191292,3454.455811,0
578400,2.015989,3454.455811,0
578500,1.854710,3454.455566,0
578600,1.706333,3454.455566,0
578700,1.569826,3454.455811,0
578800,1.444240,3454.455566,0
578900,1.328701,3454.455811,0
579000,1.222405,3454.455811,0
579100,1.124613,3454.455811,0
579200,1.034644,3454.455566,0
579300,0.951872,3454.455566,0
579400,0.875722,3454.455566,0
579500,0.805665,3454.455811,0
579600,0.741211,3454.455811,0
579700,0.741211,3454.455566,0
579800,0.681915,3454.455566,0
579900,0.627361,3454.455566,0
580000,0.577173,3454.455566,0
580100,0.530999,3454.455811,0
580200,0.488519,3454.455811,0
580300,0.449437,3454.455566,0
580400,0.413482,3454.455811,0
580500,0.380404,3454.455811,0
580600,0.349971,3454.455811,0
580700,0.321974,3454.455566,0
580800,0.296216,3454.455811,0
580900,0.272519,3454.455566,0
581000,0.250717,3454.455566,0
581100,0.230660,3454.455811,0
581200,0.230660,3454.455811,0
581300,0.212207,3454.455811,0
581400,0.195230,3454.455566,0
581500,0.179612,3454.455566,0
581600,0.165243,3454.455566,0
581700,0.152024,3454.455566,0
581800,0.139862,3454.455566,0
581900,0.128673,3454.455811,0
582000,0.118379,3454.455566,0
582100,0.108909,3454.455811,0
582200,0.100196,3454.455811,0
582300,0.092180,3454.455566,0
582400,0.084806,3454.455811,0
582500,0.078021,3454.455566,0
582600,0.071780,3454.455566,0
582700,0.071780,3454.455811,0
582800,0.066037,3454.455566,0
582900,0.060754,3454.455811,0
583000,0.055894,3454.455811,0
583100,0.051422,3454.455566,0
583200,0.047309,3454.455566,0
583300,0.043524,3454.455566,0
583400,0.040042,3454.455566,0
583500,0.036839,3454.455566,0
583600,0.033892,3454.455811,0
583700,0.031180,3454.455566,0
583800,0.028686,3454.455566,0
583900,0.026391,3454.455566,0
584000,0.024280,3454.455566,0
584100,0.022337,3454.455566,0
584200,0.020550,3454.455566,0
584300,0.020550,3454.455566,0
584400,0.018906,3454.455566,0
584500,0.017394,3454.455566,0
584600,0.016002,3454.455566,0
584700,0.014722,3454.455566,0
584800,0.013544,3454.455566,0
584900,0.012461,3454.455566,0
585000,0.011464,3454.455566,0
585100,0.010547,3454.455566,0
585200,0.009703,3454.455566,0
585300,0.008927,3454.455811,0
585400,0.008213,3454.455811,0
585500,0.007556,3454.455566,0
585600,0.006951,3454.455566,0
585700,0.006395,3454.455566,0
585800,0.006395,3454.455566,0
585900,0.005884,3454.455566,0
586000,0.005413,3454.455566,0
586100,0.004980,3454.455811,0
586200,0.004581,3454.455811,0
586300,0.004215,3454.455566,0
586400,0.003878,3454.455566,0
586500,0.003567,3454.455566,0
586600,0.003282,3454.455566,0
586700,0.003020,3454.455811,0
586800,0.002778,3454.455566,0
586900,0.002556,3454.455566,0
587000,0.002351,3454.455566,0
587100,0.002163,3454.455566,0
587200,0.001990,3454.455811,0
587300,0.001990,3454.455566,0
587400,0.001831,3454.455811,0
587500,0.001684,3454.455811,0
587600,0.001550,3454.455566,0
587700,0.001426,3454.455811,0
587800,0.001312,3454.455566,0
587900,0.001207,3454.455811,0
588000,0.001110,3454.455566,0
588100,0.001021,3454.455566,0
588200,0.000940,3454.455566,0
588300,0.000864,3454.455811,0
588400,0.000795,3454.455566,0
588500,0.000732,3454.455811,0
588600,0.000673,3454.455566,0
588700,0.000619,3454.455566,0
588800,0.000570,3454.455566,0
588900,0.000570,3454.455811,0
589000,0.000524,3454.455566,0
589100,0.000482,3454.455566,0
589200,0.000444,3454.455566,0
589300,0.000408,3454.455811,0
589400,0.000376,3454.455566,0
589500,0.000345,3454.455811,0
589600,0.000318,3454.455566,0
589700,0.000292,3454.455566,0
589800,0.000269,3454.455811,0
589900,0.000247,3454.455811,0
590000,0.000228,3454.455811,0
590100,0.000209,3454.455811,0
590200,0.000193,3454.455811,0
590300,0.000177,3454.455811,0
590400,0.000177,3454.455566,0
590500,0.000163,3454.455811,0
590600,0.000150,3454.455566,0
590700,0.000138,3454.455566,0
590800,0.000127,3454.455811,0
590900,0.000117,3454.455566,0
591000,0.000108,3454.455566,0
591100,0.000099,3454.455811,0
591200,0.000091,3454.455566,0
591300,0.000084,3454.455811,0
591400,0.000077,3454.455566,0
591500,0.000071,3454.455811,0
591600,0.000065,3454.455811,0
591700,0.000060,3454.455566,0
591800,0.000055,3454.455811,0
591900,0.000055,3454.455566,0
592000,0.000051,3454.455811,0
592100,0.000047,3454.455811,0
592200,0.000043,3454.455811,0
592300,0.000040,3454.455566,0
592400,0.000036,3454.455566,0
592500,0.000033,3454.455811,0
592600,0.000031,3454.455811,0
592700,0.000028,3454.455566,0
592800,0.000026,3454.455566,0
592900,0.000024,3454.455811,0
593000,0.000022,3454.455566,0
593100,0.000020,3454.455811,0
593200,0.000019,3454.455566,0
593300,0.000017,3454.455811,0
593400,0.000017,3454.455566,0
